Date,Open,High,Low,Close,Volume,Trade_count,vwap
2021-11-08 14:55:00+00:00,150.84,151.49,150.7301,150.9542,4252650,8388,151.354858
2021-11-08 15:00:00+00:00,150.96,151.49,150.875,151.18,4429652,10089,151.381089
2021-11-08 15:05:00+00:00,151.18,151.45,151.08,151.195,922844,7923,151.247456
2021-11-08 15:10:00+00:00,151.195,151.33,151.11,151.15,726982,6916,151.22545
2021-11-08 15:15:00+00:00,151.15,151.27,151.13,151.22,568137,5651,151.197436
2021-11-08 15:20:00+00:00,151.22,151.305,151.12,151.22,584226,5918,151.198008
2021-11-08 15:25:00+00:00,151.225,151.25,151.01,151.02,484371,5184,151.152518
2021-11-08 15:30:00+00:00,151.0199,151.09,150.9,150.925,539115,5876,150.995708
2021-11-08 15:35:00+00:00,150.93,150.98,150.78,150.787,550359,5917,150.863316
2021-11-08 15:40:00+00:00,150.7822,150.99,150.72,150.885,585817,6133,150.866348
2021-11-08 15:45:00+00:00,150.89,150.96,150.8466,150.895,472289,4634,150.890292
2021-11-08 15:50:00+00:00,150.895,150.93,150.76,150.855,487035,4934,150.846908
2021-11-08 15:55:00+00:00,150.85,150.94,150.76,150.7602,518689,4942,150.844319
2021-11-08 16:00:00+00:00,150.76,150.889,150.72,150.8277,445630,5009,150.805829
2021-11-08 16:05:00+00:00,150.83,150.83,150.72,150.74,437903,5053,150.781425
2021-11-08 16:10:00+00:00,150.73,150.7599,150.56,150.65,634029,6154,150.666164
2021-11-08 16:15:00+00:00,150.65,150.735,150.515,150.65,626525,5665,150.611613
2021-11-08 16:20:00+00:00,150.66,150.8,150.64,150.727,458824,4546,150.730664
2021-11-08 16:25:00+00:00,150.72,150.75,150.66,150.6685,424239,4198,150.705741
2021-11-08 16:30:00+00:00,150.66,150.7,150.57,150.645,354913,4257,150.644677
2021-11-08 16:35:00+00:00,150.645,150.68,150.56,150.605,341385,3611,150.611888
2021-11-08 16:40:00+00:00,150.5936,150.6,150.48,150.5595,408386,5222,150.534772
2021-11-08 16:45:00+00:00,150.5575,150.62,150.345,150.4198,515100,5281,150.493363
2021-11-08 16:50:00+00:00,150.4179,150.51,150.4,150.46,338054,3942,150.452759
2021-11-08 16:55:00+00:00,150.46,150.475,150.3924,150.4102,363691,3660,150.436392
2021-11-08 17:00:00+00:00,150.41,150.43,150.2,150.28,600965,5119,150.312296
2021-11-08 17:05:00+00:00,150.2885,150.425,150.16,150.3953,532594,5200,150.281728
2021-11-08 17:10:00+00:00,150.39,150.4291,150.34,150.38,283054,3454,150.383935
2021-11-08 17:15:00+00:00,150.39,150.42,150.315,150.395,934623,3607,150.395349
2021-11-08 17:20:00+00:00,150.39,150.41,150.2014,150.32,399255,4145,150.296651
2021-11-08 17:25:00+00:00,150.3191,150.45,150.29,150.45,323497,3492,150.386989
2021-11-08 17:30:00+00:00,150.445,150.54,150.3351,150.5201,303909,3845,150.436655
2021-11-08 17:35:00+00:00,150.52,150.56,150.43,150.43,295575,3398,150.499933
2021-11-08 17:40:00+00:00,150.43,150.51,150.42,150.475,196527,2877,150.479972
2021-11-08 17:45:00+00:00,150.48,150.53,150.46,150.51,219325,2859,150.495176
2021-11-08 17:50:00+00:00,150.4972,150.515,150.42,150.4991,205571,2689,150.467849
2021-11-08 17:55:00+00:00,150.51,150.61,150.44,150.59,250524,3065,150.502205
2021-11-08 18:00:00+00:00,150.585,150.64,150.53,150.54,272534,3070,150.594721
2021-11-08 18:05:00+00:00,150.5499,150.7399,150.54,150.715,293415,3070,150.664588
2021-11-08 18:10:00+00:00,150.7139,150.8699,150.645,150.74,474364,4122,150.771875
2021-11-08 18:15:00+00:00,150.7387,150.92,150.7,150.9101,348849,3257,150.816468
2021-11-08 18:20:00+00:00,150.92,150.97,150.9,150.915,318777,3063,150.936679
2021-11-08 18:25:00+00:00,150.9114,151.01,150.86,150.88,440032,4495,150.948898
2021-11-08 18:30:00+00:00,150.88,150.95,150.84,150.87,307661,3398,150.892368
2021-11-08 18:35:00+00:00,150.8764,150.9004,150.7648,150.83,309855,3493,150.821097
2021-11-08 18:40:00+00:00,150.8323,150.87,150.78,150.84,180275,2378,150.811642
2021-11-08 18:45:00+00:00,150.84,150.8572,150.66,150.685,283259,3021,150.769969
2021-11-08 18:50:00+00:00,150.68,150.73,150.65,150.6701,252954,2715,150.681354
2021-11-08 18:55:00+00:00,150.675,150.7,150.5811,150.5895,202101,2669,150.640952
2021-11-08 19:00:00+00:00,150.5819,150.725,150.535,150.6675,350111,3277,150.630456
2021-11-08 19:05:00+00:00,150.6676,150.74,150.61,150.6901,285113,3032,150.688469
2021-11-08 19:10:00+00:00,150.695,150.705,150.61,150.68,252558,2826,150.662122
2021-11-08 19:15:00+00:00,150.6887,150.8,150.62,150.73,301023,3133,150.724932
2021-11-08 19:20:00+00:00,150.725,150.74,150.57,150.635,329058,3281,150.637392
2021-11-08 19:25:00+00:00,150.635,150.635,150.52,150.525,237774,2692,150.573248
2021-11-08 19:30:00+00:00,150.525,150.61,150.52,150.545,344377,3515,150.566009
2021-11-08 19:35:00+00:00,150.54,150.6018,150.51,150.6018,255322,2658,150.553945
2021-11-08 19:40:00+00:00,150.6,150.655,150.55,150.64,239519,2807,150.604433
2021-11-08 19:45:00+00:00,150.6399,150.66,150.59,150.63,217123,2458,150.622873
2021-11-08 19:50:00+00:00,150.635,150.65,150.53,150.5399,219254,2571,150.607031
2021-11-08 19:55:00+00:00,150.54,150.675,150.54,150.665,320156,3256,150.620269
2021-11-08 20:00:00+00:00,150.665,150.665,150.51,150.5574,229442,2575,150.573084
2021-11-08 20:05:00+00:00,150.555,150.63,150.47,150.61,291335,3444,150.541064
2021-11-08 20:10:00+00:00,150.6,150.62,150.49,150.58,243755,2753,150.552856
2021-11-08 20:15:00+00:00,150.575,150.6,150.502,150.505,217538,2704,150.552325
2021-11-08 20:20:00+00:00,150.505,150.565,150.4301,150.49,315038,3420,150.505707
2021-11-08 20:25:00+00:00,150.4829,150.5186,150.42,150.475,387705,3494,150.462964
2021-11-08 20:30:00+00:00,150.48,150.63,150.45,150.57,480096,4509,150.534634
2021-11-08 20:35:00+00:00,150.58,150.62,150.451,150.49,351756,4075,150.530489
2021-11-08 20:40:00+00:00,150.495,150.5,150.34,150.38,547089,5203,150.434315
2021-11-08 20:45:00+00:00,150.38,150.4,150.31,150.38,633754,5846,150.359159
2021-11-08 20:50:00+00:00,150.385,150.57,150.38,150.5223,1028225,9709,150.480923
2021-11-08 20:55:00+00:00,150.52,150.52,150.39,150.45,1428303,11636,150.438982
2021-11-08 21:00:00+00:00,150.45,150.46,150.33,150.37,5019191,377,150.439842
2021-11-08 21:05:00+00:00,150.36,150.44,150.35,150.4,52274,162,150.430087
2021-11-08 21:10:00+00:00,150.37,150.4,150.35,150.4,5819,164,150.370162
2021-11-08 21:15:00+00:00,150.4,150.4,150.36,150.36,6609,201,150.470862
2021-11-08 21:20:00+00:00,150.38,150.44,150.35,150.35,69123,219,150.428207
2021-11-08 21:25:00+00:00,150.36,150.44,150.36,150.36,16971,100,150.435048
2021-11-08 21:30:00+00:00,150.38,150.4,150.36,150.39,3175,141,150.377904
2021-11-08 21:35:00+00:00,150.4,150.44,150.4,150.43,21490,163,150.434378
2021-11-08 21:40:00+00:00,150.4,150.42,150.36,150.42,3634,629,150.41
2021-11-08 21:45:00+00:00,150.42,150.42,150.36,150.36,4323,263,150.3941
2021-11-08 21:50:00+00:00,150.36,150.39,150.36,150.36,1361,88,150.405875
2021-11-08 21:55:00+00:00,150.39,150.4,150.36,150.4,3368,157,150.369709
2021-11-08 22:00:00+00:00,150.38,150.38,150.38,150.38,761,27,150.379251
2021-11-08 22:05:00+00:00,150.4,150.4,150.38,150.38,4158,120,150.282364
2021-11-08 22:10:00+00:00,150.39,150.44,150.39,150.44,23625,63,150.437611
2021-11-08 22:15:00+00:00,150.38,150.4087,150.38,150.39,18115,86,150.432399
2021-11-08 22:20:00+00:00,150.39,150.42,150.39,150.4,1909,125,150.398622
2021-11-08 22:25:00+00:00,150.4,150.4,150.38,150.4,2326,112,150.392307
2021-11-08 22:30:00+00:00,150.38,150.41,150.38,150.41,2313,102,150.390456
2021-11-08 22:35:00+00:00,150.39,150.41,150.38,150.38,4379,89,150.385713
2021-11-08 22:40:00+00:00,150.38,150.41,150.38,150.38,5271,175,150.393588
2021-11-08 22:45:00+00:00,150.4,150.4,150.32,150.32,4924,88,150.350285
2021-11-08 22:50:00+00:00,150.35,150.38,150.34,150.38,2860,93,150.355061
2021-11-08 22:55:00+00:00,150.38,150.38,150.33,150.33,701,35,150.359279
2021-11-08 23:00:00+00:00,150.33,150.37,150.33,150.37,4998,45,150.341677
2021-11-08 23:05:00+00:00,150.35,150.355,150.33,150.33,2177,21,150.337042
2021-11-08 23:10:00+00:00,150.35,150.35,150.33,150.34,1548,29,150.343553
2021-11-08 23:15:00+00:00,150.35,150.35,150.33,150.34,1738,16,150.333153
2021-11-08 23:20:00+00:00,150.35,150.35,150.33,150.35,3721,23,150.348293
2021-11-08 23:25:00+00:00,150.35,150.35,150.3499,150.35,2112,21,150.349318
2021-11-08 23:30:00+00:00,150.36,150.38,150.34,150.38,1461,27,150.354839
2021-11-08 23:35:00+00:00,150.36,150.38,150.3301,150.34,1837,27,150.34882
2021-11-08 23:40:00+00:00,150.33,150.33,150.33,150.33,439,17,150.330592
2021-11-08 23:45:00+00:00,150.35,150.36,150.33,150.33,1420,23,150.347141
2021-11-08 23:50:00+00:00,150.34,150.36,150.3,150.3,4865,48,150.32454
2021-11-08 23:55:00+00:00,150.3,150.34,150.28,150.28,5392,78,150.305421
2021-11-09 00:00:00+00:00,150.27,150.3,150.27,150.3,1195,26,150.287213
2021-11-09 00:05:00+00:00,150.28,150.28,150.25,150.26,5455,49,150.257397
2021-11-09 00:10:00+00:00,150.2101,150.2101,150.2101,150.2101,332,5,150.210934
2021-11-09 00:15:00+00:00,150.25,150.25,150.18,150.18,3491,67,150.2056
2021-11-09 00:20:00+00:00,150.18,150.2,150.18,150.19,4588,41,150.191807
2021-11-09 00:25:00+00:00,150.19,150.19,150.16,150.18,13644,60,150.178067
2021-11-09 00:30:00+00:00,150.16,150.16,150.15,150.15,2649,31,150.152956
2021-11-09 00:35:00+00:00,150.15,150.18,150.11,150.15,11581,54,150.131919
2021-11-09 00:40:00+00:00,150.18,150.18,150.0,150.0,26945,270,150.064214
2021-11-09 00:45:00+00:00,150.01,150.09,150.0,150.07,11016,64,150.050016
2021-11-09 00:50:00+00:00,150.07,150.12,150.0,150.12,20357,298,150.028209
2021-11-09 00:55:00+00:00,150.12,150.15,149.75,149.85,37601,398,149.885508
2021-11-09 09:00:00+00:00,150.03,150.2,150.01,150.09,5119,193,150.06696
2021-11-09 09:05:00+00:00,150.32,150.33,150.17,150.33,1640,58,150.256299
2021-11-09 09:10:00+00:00,150.3,150.3,150.21,150.24,1778,80,150.237733
2021-11-09 09:15:00+00:00,150.2,150.23,150.11,150.23,3465,129,150.174517
2021-11-09 09:20:00+00:00,150.16,150.16,150.16,150.16,414,18,150.161932
2021-11-09 09:30:00+00:00,150.22,150.22,150.2,150.2,1172,53,150.210982
2021-11-09 09:40:00+00:00,150.21,150.21,150.15,150.15,1534,67,150.191832
2021-11-09 09:45:00+00:00,150.27,150.28,150.1,150.15,6891,180,150.169431
2021-11-09 09:50:00+00:00,150.17,150.19,150.17,150.19,1719,34,150.178069
2021-11-09 09:55:00+00:00,150.19,150.2,150.12,150.12,2418,103,150.161683
2021-11-09 10:00:00+00:00,150.13,150.13,150.13,150.13,2703,62,150.13081
2021-11-09 10:05:00+00:00,150.17,150.18,150.17,150.18,907,38,150.178886
2021-11-09 10:10:00+00:00,150.23,150.25,150.23,150.25,1466,39,150.238629
2021-11-09 10:20:00+00:00,150.28,150.28,150.28,150.28,274,19,150.268394
2021-11-09 10:25:00+00:00,150.22,150.23,150.12,150.12,4720,165,150.180129
2021-11-09 10:30:00+00:00,150.12,150.12,150.1,150.1,1433,49,150.106559
2021-11-09 10:35:00+00:00,150.18,150.18,150.18,150.18,1009,7,150.17999
2021-11-09 10:45:00+00:00,150.2,150.2,150.2,150.2,651,29,150.194378
2021-11-09 10:55:00+00:00,150.17,150.17,150.15,150.15,1097,63,150.16691
2021-11-09 11:10:00+00:00,150.12,150.15,150.12,150.15,1114,57,150.133842
2021-11-09 11:15:00+00:00,150.12,150.16,150.12,150.16,1931,72,150.13985
2021-11-09 11:20:00+00:00,150.14,150.14,150.03,150.04,4137,194,150.088794
2021-11-09 11:25:00+00:00,150.04,150.04,150.02,150.02,1595,55,150.02968
2021-11-09 11:30:00+00:00,150.04,150.04,150.0,150.03,3615,294,150.012401
2021-11-09 11:35:00+00:00,150.11,150.11,150.0,150.0,1482,57,150.062139
2021-11-09 11:40:00+00:00,150.07,150.1,150.03,150.06,2460,82,150.059524
2021-11-09 11:45:00+00:00,150.07,150.07,150.07,150.07,207,10,150.070145
2021-11-09 11:55:00+00:00,150.06,150.06,150.0,150.03,2913,110,150.025239
2021-11-09 12:00:00+00:00,150.03,150.15,150.03,150.15,4833,207,150.07406
2021-11-09 12:05:00+00:00,150.15,150.23,150.14,150.23,3700,101,150.174576
2021-11-09 12:10:00+00:00,150.23,150.24,150.03,150.09,14593,284,150.168426
2021-11-09 12:15:00+00:00,150.08,150.1,150.01,150.1,16274,290,150.050351
2021-11-09 12:20:00+00:00,150.11,150.11,150.06,150.06,7655,156,150.078564
2021-11-09 12:25:00+00:00,150.07,150.08,150.06,150.06,2025,104,150.063847
2021-11-09 12:30:00+00:00,150.05,150.2,150.05,150.12,9507,227,150.128887
2021-11-09 12:35:00+00:00,150.13,150.13,150.05,150.07,10281,151,150.088827
2021-11-09 12:40:00+00:00,150.07,150.07,150.03,150.03,3613,136,150.048392
2021-11-09 12:45:00+00:00,150.03,150.03,149.84,149.95,38840,856,149.938816
2021-11-09 12:50:00+00:00,149.97,150.0,149.97,149.99,7853,148,149.986001
2021-11-09 12:55:00+00:00,149.96,149.99,149.95,149.97,9149,174,149.966429
2021-11-09 13:00:00+00:00,149.96,150.064,149.95,149.97,14154,160,149.975845
2021-11-09 13:05:00+00:00,149.97,150.05,149.97,150.04,15949,224,149.986403
2021-11-09 13:10:00+00:00,150.04,150.11,150.01,150.06,13202,274,150.06168
2021-11-09 13:15:00+00:00,150.06,150.09,150.06,150.07,5295,169,150.068559
2021-11-09 13:20:00+00:00,150.08,150.2,150.08,150.1799,17222,195,150.15599
2021-11-09 13:25:00+00:00,150.18,150.19,150.11,150.11,10588,155,150.145384
2021-11-09 13:30:00+00:00,150.15,150.2,150.11,150.16,28871,336,150.158915
2021-11-09 13:35:00+00:00,150.19,150.19,150.13,150.13,8211,179,150.149084
2021-11-09 13:40:00+00:00,150.13,150.29,150.13,150.28,38072,445,150.233797
2021-11-09 13:45:00+00:00,150.26,150.44,150.16,150.27,1624529,416,150.437682
2021-11-09 13:50:00+00:00,150.26,150.35,150.22,150.26,36302,517,150.281705
2021-11-09 13:55:00+00:00,150.27,150.32,150.23,150.28,14209,297,150.272391
2021-11-09 14:00:00+00:00,150.25,150.45,150.23,150.28,24681,653,150.333595
2021-11-09 14:05:00+00:00,150.3,150.32,150.29,150.29,17391,476,150.304244
2021-11-09 14:10:00+00:00,150.3,150.3,150.26,150.2601,15369,520,150.284595
2021-11-09 14:15:00+00:00,150.29,150.4,150.26,150.3901,13765,409,150.319442
2021-11-09 14:20:00+00:00,150.43,150.5,150.42,150.46,28884,588,150.465706
2021-11-09 14:25:00+00:00,150.4,150.45,150.06,150.15,59796,1274,150.192158
2021-11-09 14:30:00+00:00,150.19,150.8,150.0601,150.265,2570286,22938,150.366502
2021-11-09 14:35:00+00:00,150.28,151.0,150.15,150.98,1342920,11250,150.62741
2021-11-09 14:40:00+00:00,150.985,151.38,150.78,151.255,1586855,13073,151.100598
2021-11-09 14:45:00+00:00,151.26,151.428,151.02,151.22,1487979,13637,151.223445
2021-11-09 14:50:00+00:00,151.215,151.24,150.78,150.81,1395717,14151,150.977117
2021-11-09 14:55:00+00:00,150.8009,151.235,150.71,150.96,1602199,15939,150.9308
2021-11-09 15:00:00+00:00,150.95,150.96,150.2419,150.3235,1237284,13725,150.552607
2021-11-09 15:05:00+00:00,150.32,150.5791,150.19,150.2295,846791,9127,150.348875
2021-11-09 15:10:00+00:00,150.22,150.47,150.15,150.2414,769782,8802,150.302
2021-11-09 15:15:00+00:00,150.23,150.9,150.17,150.9,1331484,12269,150.59673
2021-11-09 15:20:00+00:00,150.89,150.94,150.625,150.685,652787,7092,150.762956
2021-11-09 15:25:00+00:00,150.68,150.79,150.53,150.63,569587,6481,150.650564
2021-11-09 15:30:00+00:00,150.63,151.15,150.58,151.13,797973,7901,150.897856
2021-11-09 15:35:00+00:00,151.12,151.2,150.98,151.165,709118,6069,151.110911
2021-11-09 15:40:00+00:00,151.17,151.18,151.04,151.07,532932,6045,151.108124
2021-11-09 15:45:00+00:00,151.07,151.08,150.86,150.9399,659967,5944,150.974298
2021-11-09 15:50:00+00:00,150.935,150.98,150.78,150.89,499073,5550,150.889449
2021-11-09 15:55:00+00:00,150.8713,151.01,150.79,150.865,470863,5176,150.883601
2021-11-09 16:00:00+00:00,150.87,151.17,150.87,151.1186,551614,5110,151.05577
2021-11-09 16:05:00+00:00,151.11,151.13,150.98,151.03,325178,3794,151.070267
2021-11-09 16:10:00+00:00,151.0211,151.031,150.64,150.875,676947,6446,150.847916
2021-11-09 16:15:00+00:00,150.875,150.98,150.73,150.77,499888,4976,150.879381
2021-11-09 16:20:00+00:00,150.76,150.84,150.61,150.7,376530,4144,150.719549
2021-11-09 16:25:00+00:00,150.69,150.7699,150.575,150.61,393965,3954,150.673816
2021-11-09 16:30:00+00:00,150.615,150.79,150.61,150.65,304625,3841,150.710788
2021-11-09 16:35:00+00:00,150.66,150.83,150.64,150.7039,336165,4000,150.718715
2021-11-09 16:40:00+00:00,150.71,151.069,150.63,151.055,569861,5114,150.855543
2021-11-09 16:45:00+00:00,151.05,151.06,150.91,150.95,454738,4148,150.9757
2021-11-09 16:50:00+00:00,150.95,151.0,150.78,150.8,372782,4119,150.890835
2021-11-09 16:55:00+00:00,150.8,150.89,150.738,150.8784,312113,3926,150.823133
2021-11-09 17:00:00+00:00,150.875,150.89,150.55,150.59,460318,5034,150.70874
2021-11-09 17:05:00+00:00,150.58,150.68,150.5,150.5855,555252,4976,150.575957
2021-11-09 17:10:00+00:00,150.59,150.8,150.59,150.75,700106,5112,150.711656
2021-11-09 17:15:00+00:00,150.76,150.82,150.61,150.6268,340418,3535,150.721088
2021-11-09 17:20:00+00:00,150.63,150.77,150.59,150.6801,391192,3563,150.668509
2021-11-09 17:25:00+00:00,150.7,150.785,150.62,150.7,420259,4043,150.684716
2021-11-09 17:30:00+00:00,150.7,150.87,150.645,150.825,401217,3969,150.768441
2021-11-09 17:35:00+00:00,150.82,150.89,150.6801,150.75,353874,3673,150.786496
2021-11-09 17:40:00+00:00,150.75,151.04,150.7326,151.0213,562936,5432,150.893703
2021-11-09 17:45:00+00:00,151.0389,151.1299,151.0,151.1299,455126,3922,151.054712
2021-11-09 17:50:00+00:00,151.12,151.24,151.04,151.06,545967,5070,151.147171
2021-11-09 17:55:00+00:00,151.06,151.09,150.99,151.0101,326013,3702,151.033084
2021-11-09 18:00:00+00:00,151.015,151.15,151.01,151.125,377598,3943,151.07767
2021-11-09 18:05:00+00:00,151.12,151.1413,151.03,151.0551,304480,3408,151.080981
2021-11-09 18:10:00+00:00,151.05,151.1,151.0,151.03,281611,3005,151.038417
2021-11-09 18:15:00+00:00,151.03,151.2,150.99,151.1601,315836,2941,151.096196
2021-11-09 18:20:00+00:00,151.165,151.2,151.12,151.1701,221775,2490,151.15403
2021-11-09 18:25:00+00:00,151.17,151.22,150.955,151.005,364966,3300,151.092848
2021-11-09 18:30:00+00:00,151.01,151.12,150.9801,151.12,243092,2726,151.046948
2021-11-09 18:35:00+00:00,151.115,151.145,150.99,151.0,254378,2693,151.082376
2021-11-09 18:40:00+00:00,150.995,151.07,150.9,150.97,272166,2995,150.990531
2021-11-09 18:45:00+00:00,150.97,151.04,150.82,150.875,312893,3418,150.926181
2021-11-09 18:50:00+00:00,150.88,150.925,150.64,150.6489,444975,4117,150.799075
2021-11-09 18:55:00+00:00,150.65,150.73,150.545,150.71,518741,4430,150.623224
2021-11-09 19:00:00+00:00,150.7,150.79,150.62,150.7479,451535,4066,150.725432
2021-11-09 19:05:00+00:00,150.74,150.83,150.71,150.76,280787,2695,150.791976
2021-11-09 19:10:00+00:00,150.75,150.7699,150.615,150.705,360542,3110,150.679735
2021-11-09 19:15:00+00:00,150.705,150.82,150.69,150.73,329554,2770,150.745657
2021-11-09 19:20:00+00:00,150.73,150.8299,150.68,150.735,324722,3185,150.755644
2021-11-09 19:25:00+00:00,150.73,150.815,150.62,150.7,308170,3112,150.716675
2021-11-09 19:30:00+00:00,150.7,150.77,150.66,150.76,260912,2790,150.711487
2021-11-09 19:35:00+00:00,150.75,150.875,150.69,150.87,346570,3140,150.789921
2021-11-09 19:40:00+00:00,150.87,150.95,150.85,150.88,345837,3215,150.894982
2021-11-09 19:45:00+00:00,150.89,150.98,150.87,150.9118,258264,2859,150.921021
2021-11-09 19:50:00+00:00,150.9118,150.92,150.781,150.84,340930,3200,150.834958
2021-11-09 19:55:00+00:00,150.83,150.8859,150.79,150.825,279611,2616,150.841587
2021-11-09 20:00:00+00:00,150.82,150.8773,150.78,150.865,261382,2733,150.82273
2021-11-09 20:05:00+00:00,150.865,150.9,150.65,150.755,424110,3881,150.73646
2021-11-09 20:10:00+00:00,150.7501,150.765,150.67,150.7,298187,3070,150.717403
2021-11-09 20:15:00+00:00,150.7,150.75,150.63,150.685,300290,3249,150.69927
2021-11-09 20:20:00+00:00,150.6842,150.78,150.63,150.695,545245,4105,150.714836
2021-11-09 20:25:00+00:00,150.69,150.71,150.625,150.67,374300,3992,150.665634
2021-11-09 20:30:00+00:00,150.67,150.79,150.645,150.7891,455751,4409,150.718235
2021-11-09 20:35:00+00:00,150.78,150.89,150.74,150.882,454899,4792,150.831314
2021-11-09 20:40:00+00:00,150.8811,151.025,150.77,150.89,644738,6451,150.927011
2021-11-09 20:45:00+00:00,150.8821,150.91,150.68,150.685,501760,5560,150.775801
2021-11-09 20:50:00+00:00,150.69,150.95,150.685,150.88,951306,10252,150.803343
