Date,Open,High,Low,Close,Volume,Trade_count,vwap
2021-11-15 13:55:00+00:00,150.84,150.84,150.76,150.81,23942,501,150.794526
2021-11-15 14:00:00+00:00,150.81,150.84,150.7,150.76,42355,666,150.741824
2021-11-15 14:05:00+00:00,150.76,150.83,150.58,150.58,31134,817,150.709054
2021-11-15 14:10:00+00:00,150.56,150.61,150.46,150.47,22067,557,150.547192
2021-11-15 14:15:00+00:00,150.5,150.73,150.48,150.66,40482,702,150.640813
2021-11-15 14:20:00+00:00,150.68,150.69,150.53,150.54,17893,490,150.636598
2021-11-15 14:25:00+00:00,150.52,150.54,150.15,150.23,96072,1269,150.321081
2021-11-15 14:30:00+00:00,150.33,151.45,150.29,151.32,3072614,24908,150.860877
2021-11-15 14:35:00+00:00,151.32,151.85,151.225,151.78,2045169,15332,151.546227
2021-11-15 14:40:00+00:00,151.78,151.88,151.4212,151.4392,1443581,12550,151.658095
2021-11-15 14:45:00+00:00,151.43,151.65,151.34,151.51,1451318,11921,151.466258
2021-11-15 14:50:00+00:00,151.505,151.52,151.01,151.07,1091815,9597,151.195299
2021-11-15 14:55:00+00:00,151.07,151.26,150.89,150.955,855322,7352,151.065527
2021-11-15 15:00:00+00:00,150.96,151.01,150.78,150.91,905846,7975,150.912408
2021-11-15 15:05:00+00:00,150.9,150.9999,150.685,150.6874,557038,6085,150.810555
2021-11-15 15:10:00+00:00,150.69,150.74,150.47,150.49,756623,7004,150.590202
2021-11-15 15:15:00+00:00,150.4977,150.54,150.33,150.345,675402,6542,150.431275
2021-11-15 15:20:00+00:00,150.35,150.48,150.25,150.32,856813,7147,150.349499
2021-11-15 15:25:00+00:00,150.33,150.51,150.31,150.4409,888676,6451,150.497807
2021-11-15 15:30:00+00:00,150.44,150.76,150.41,150.745,658996,6502,150.613056
2021-11-15 15:35:00+00:00,150.75,150.92,150.36,150.37,1080523,8830,150.689063
2021-11-15 15:40:00+00:00,150.38,150.48,150.32,150.43,599723,5361,150.392474
2021-11-15 15:45:00+00:00,150.43,150.49,150.3,150.41,572292,4923,150.397107
2021-11-15 15:50:00+00:00,150.4207,150.51,150.38,150.44,471185,4287,150.462143
2021-11-15 15:55:00+00:00,150.435,150.4453,150.291,150.33,450303,4489,150.335507
2021-11-15 16:00:00+00:00,150.32,150.53,150.3,150.3412,593650,4749,150.39957
2021-11-15 16:05:00+00:00,150.345,150.49,150.32,150.37,479416,3882,150.405563
2021-11-15 16:10:00+00:00,150.375,150.41,150.21,150.315,443120,4391,150.302512
2021-11-15 16:15:00+00:00,150.32,150.41,150.05,150.11,622159,5795,150.193159
2021-11-15 16:20:00+00:00,150.12,150.1374,150.01,150.075,369975,3825,150.071402
2021-11-15 16:25:00+00:00,150.071,150.1,149.955,150.06,522239,6580,150.030398
2021-11-15 16:30:00+00:00,150.0501,150.1679,150.0,150.132,460668,3896,150.09483
2021-11-15 16:35:00+00:00,150.14,150.3,150.07,150.075,544184,4921,150.186237
2021-11-15 16:40:00+00:00,150.08,150.115,149.47,149.54,1064173,9776,149.797898
2021-11-15 16:45:00+00:00,149.53,149.82,149.43,149.695,783939,6369,149.618685
2021-11-15 16:50:00+00:00,149.69,149.72,149.48,149.639,446054,4214,149.58901
2021-11-15 16:55:00+00:00,149.64,149.7959,149.64,149.7799,452682,4052,149.729042
2021-11-15 17:00:00+00:00,149.77,150.0,149.67,149.98,441317,4316,149.858458
2021-11-15 17:05:00+00:00,149.98,149.99,149.85,149.87,336693,3365,149.915572
2021-11-15 17:10:00+00:00,149.865,149.96,149.82,149.93,309137,3562,149.896799
2021-11-15 17:15:00+00:00,149.92,149.96,149.78,149.805,368684,4069,149.881222
2021-11-15 17:20:00+00:00,149.81,149.82,149.56,149.66,454500,4601,149.666366
2021-11-15 17:25:00+00:00,149.66,149.72,149.54,149.6699,874956,3632,149.630428
2021-11-15 17:30:00+00:00,149.6667,149.935,149.655,149.925,282325,3195,149.817082
2021-11-15 17:35:00+00:00,149.925,150.167,149.88,150.14,886492,5298,149.991463
2021-11-15 17:40:00+00:00,150.135,150.2361,150.04,150.195,389335,3613,150.15011
2021-11-15 17:45:00+00:00,150.1948,150.195,150.03,150.105,317340,3006,150.13313
2021-11-15 17:50:00+00:00,150.1,150.1799,150.06,150.08,251179,2769,150.120215
2021-11-15 17:55:00+00:00,150.08,150.08,149.972,150.04,254646,2793,150.030403
2021-11-15 18:00:00+00:00,150.04,150.13,149.93,150.13,271581,2797,150.005161
2021-11-15 18:05:00+00:00,150.125,150.14,150.045,150.1137,279400,2604,150.102845
2021-11-15 18:10:00+00:00,150.12,150.1353,150.02,150.03,187652,2290,150.073431
2021-11-15 18:15:00+00:00,150.03,150.13,150.005,150.09,315966,3083,150.065761
2021-11-15 18:20:00+00:00,150.08,150.1,149.93,150.06,289462,3119,150.042056
2021-11-15 18:25:00+00:00,150.0509,150.07,149.9526,150.03,283937,3085,150.024483
2021-11-15 18:30:00+00:00,150.03,150.13,150.03,150.08,368749,3031,150.086126
2021-11-15 18:35:00+00:00,150.09,150.09,149.94,149.97,213893,2338,150.012848
2021-11-15 18:40:00+00:00,149.97,150.0,149.89,149.97,267134,2578,149.940901
2021-11-15 18:45:00+00:00,149.97,150.1,149.96,150.092,224630,2169,150.045213
2021-11-15 18:50:00+00:00,150.09,150.13,149.95,149.99,254615,2342,150.019949
2021-11-15 18:55:00+00:00,149.99,150.0092,149.9,149.915,274194,2629,149.942142
2021-11-15 19:00:00+00:00,149.92,149.92,149.77,149.825,651488,3589,149.816136
2021-11-15 19:05:00+00:00,149.8245,149.885,149.76,149.87,271716,2635,149.813455
2021-11-15 19:10:00+00:00,149.865,149.96,149.84,149.92,242445,2209,149.917197
2021-11-15 19:15:00+00:00,149.92,149.935,149.83,149.83,275185,2148,149.869174
2021-11-15 19:20:00+00:00,149.835,149.905,149.8,149.8841,268105,2440,149.834124
2021-11-15 19:25:00+00:00,149.87,149.92,149.82,149.875,236931,2670,149.872931
2021-11-15 19:30:00+00:00,149.875,149.98,149.83,149.965,222421,2529,149.900001
2021-11-15 19:35:00+00:00,149.9647,149.98,149.9,149.935,192277,2119,149.940038
2021-11-15 19:40:00+00:00,149.935,150.13,149.93,150.1,413515,3632,150.057453
2021-11-15 19:45:00+00:00,150.09,150.205,150.075,150.135,335045,3603,150.146789
2021-11-15 19:50:00+00:00,150.14,150.175,150.045,150.07,274382,2931,150.096736
2021-11-15 19:55:00+00:00,150.06,150.14,149.95,149.995,293405,3079,150.046721
2021-11-15 20:00:00+00:00,149.99,150.01,149.9201,149.93,332980,3488,149.965707
2021-11-15 20:05:00+00:00,149.9342,149.97,149.9,149.95,285334,2810,149.930996
